1	2633725
2	2690641
3	3108833
4	3413470
5	3810128
6	3813245
7	4220162
8	4453357
9	4504627
10	4604332
11	4937665
12	5164571
13	5459948
14	5676568
15	6140504
16	6404797
17	6966497
18	6991146
19	7366659
20	7415833
21	7535429
22	7804159
23	8375656
24	8882058
25	9139046
26	9516878
27	9925202
28	10003985
29	10359179
30	10569777
31	10758125
32	10920755
33	11127207
34	11167945
35	11198893
36	11214089
37	11302836
38	11317577
39	11367877
40	11547225
41	11942215
42	12001182
43	12373144
44	12725587
45	12788852
46	13090993
47	13422052
48	13815563
49	14104515
50	14316894
51	14451736
52	14613554
53	14898856
54	15202080
55	15395567
56	15716048
57	15973164
58	16052598
59	16188181
60	16426071
61	16717567
62	16922804
63	17104093
64	17125186
65	17244100
66	17298188
67	17337858
68	17409250
69	17582214
70	17793290
71	18033547
72	18133362
73	18275709
74	18395404
75	18510400
76	18666931
77	18809534
78	18967797
79	19185510
80	19363475
81	19582969
82	19775187
83	19890665
84	20148309
85	20232182
86	20245241
87	20457241
88	20634482
89	20958240
90	21126757
91	21166192
92	21280901
93	21465234
94	21559424
95	21648586
96	21917827
97	22119356
98	22344310
99	22485032
100	22679062
101	22769610
102	22863579
103	23002805
104	23158539
105	23417041
106	23675555
107	23958447
108	24241722
109	24482207
110	24684479
111	24841580
112	24937189
113	25080280
114	25203720
115	25297795
116	25445889
117	25548263
118	25637919
119	25705629
120	25753614
121	25865262
122	25872429
123	25976803
124	26083811
125	26157364
126	26250099
127	26346942
128	26426235
129	26501960
130	26576087
131	26664306
132	26696247
133	26781614
134	26906395
135	27005801
136	27124017
137	27225787
138	27247688
139	27378177
140	27518244
141	27631514
142	27669774
143	27809803
144	27943149
145	28065661
146	28070176
147	28184024
148	28319665
149	28434412
150	28563649
151	28653870
152	28732346
153	28750679
154	28874396
155	28954815
156	29029012
157	29115415
158	29180699
159	29231685
160	29296491
161	29367011
162	29431235
163	29498344
164	29553023
165	29599720
166	29637214
167	29679588
168	29719680
169	29758819
170	29811738
171	29858006
172	29905697
173	29962967
174	30034997
175	30096886
176	30170641
177	30241038
178	30317662
179	30384592
180	30461864
181	30520138
182	30598890
183	30665500
184	30720646
185	30791144
186	30866472
187	30922427
188	30967881
189	31022731
190	31119760
191	31196231
192	31270095
193	31351242
194	31442374
195	31492596
196	31515656
197	31597854
198	31705550
199	31806478
200	31887711
201	31984363
202	32067479
203	32151241
204	32236774
205	32317119
206	32423815
207	32529978
208	32645369
209	32787571
210	32895967
211	33002324
212	33099594
213	33156275
214	33169037
215	33188986
216	33200299
217	33289367
218	33298502
219	33388555
220	33487751
221	33587705
222	33666624
223	33757474
224	33823432
225	33892236
226	33966540
227	34045262
228	34135510
229	34234722
230	34335229
231	34420747
232	34543174
233	34656607
234	34740645
235	34795105
236	34863469
237	34943430
238	35001915
239	35060127
240	35128360
241	35211420
242	35299177
243	35374150
244	35436390
245	35495701
246	35587061
247	35651365
248	35729689
249	35804957
250	35869427
251	35941284
252	36034370
253	36051937
254	36056918
255	36138873
256	36215302
257	36285176
258	36366874
259	36454627
260	36531640
261	36604186
262	36680115
263	36739442
264	36810007
265	36880877
266	36954391
267	37013009
268	37072023
269	37137494
270	37215566
271	37293863
272	37374752
273	37446461
274	37525217
275	37630368
276	37720885
277	37798978
278	37884758
279	37976756
280	38076953
281	38184550
282	38256254
283	38313819
284	38384065
285	38486288
286	38525402
287	38569346
288	38636814
289	38644712
290	38722832
291	38794770
292	38837865
293	38891805
294	38978637
295	39058082
296	39150502
297	39273197
298	39348462
299	39435198
300	39521560
301	39596402
302	39662682
303	39728080
304	39805538
305	39884250
306	39922823
307	39975765
308	40077332
309	40140859
310	40237447
311	40311798
312	40406403
313	40470019
314	40524847
315	40588073
316	40671411
317	40756169
318	40844194
319	40921038
320	41012823
321	41089173
322	41163515
323	41240632
324	41326955
325	41354456
326	41449474
